word,participant,hit_ID,status,score,senseID,Word1_freq,Word2_freq,Cpd_freq,literal_meaning
smoking_jacket_1,participant173,1T0ELEYOK6W4HR3TXXED1IOVOL8I34,accepted,1,,9,44,44,yes
smoking_jacket_1,participant170,176R2R4EBCBYMK0X51NA0KI6PHLC4K,accepted,0,,9,44,44,yes
smoking_jacket_1,participant115,1TLURZ5ALEFIWCEMT2D1B9YSBB5RM0,accepted,1,,9,44,44,yes
smoking_jacket_1,participant141,1XIYX6OBVL9PAV5GBINYG49FWPMBFY,accepted,0,,9,44,44,yes
smoking_jacket_1,participant262,1VYVMQ57ECDM1KVPPYYSS3DT3S4BQ3,accepted,0,,9,44,44,yes
smoking_jacket_1,participant75,15H9H5FWVMIWVSEKUDR56QKCAP4N31,accepted,1,,9,44,44,yes
smoking_jacket_1,participant125,1I6BNQPNQRLLUY63FT4WNOV1F504J4,accepted,1,,9,44,44,yes
smoking_jacket_1,participant69,16Y1IODEZI5LI6CR0KKNISNT7GDSQ8,accepted,1,,9,44,44,yes
smoking_jacket_1,participant244,17ZHF8M7PA5N9GN75JD2AL8IWLQ3DN,accepted,1,,9,44,44,yes
smoking_jacket_1,participant39,1U4JA2AS7SUSCBRKKCS8S46UKD7BDQ,accepted,3,,9,44,44,yes
smoking_jacket_1,participant107,10AHZDPR7YSAT53ZLNRJUPSIPJ74AR,accepted,1,,9,44,44,yes
smoking_jacket_1,participant3,1GK82WG4L52L0NSX0GU3RHAPD371R5,accepted,2,,9,44,44,yes
smoking_jacket_1,participant245,1J0DIKC3JSM1XVUS0MUMHK8AG1PZJZ,accepted,1,,9,44,44,yes
smoking_jacket_1,participant207,1IKVHXPSHXLUQ5J4R9DHFPQ40933T0,accepted,3,,9,44,44,yes
smoking_jacket_1,participant256,1GPBKUBLA8G7S7MXE6AGATYMBDW73E,accepted,1,,9,44,44,yes
smoking_jacket_1,participant142,1BHCGTTHW4YET1PT2NDAFPMOCRNS4P,accepted,1,,9,44,44,yes
smoking_jacket_1,participant96,1XEHQZZCOODJG8I9AL6O3YITPUGOB9,accepted,2,,9,44,44,yes
smoking_jacket_1,participant28,1YV3PEN6AXE55NNLN9ZCWFLCUXTT29,accepted,2,,9,44,44,yes
smoking_jacket_1,participant227,1XIYX6OBVL9PAV5GBINYG49FXUCBFZ,accepted,1,,9,44,44,yes
smoking_jacket_1,participant208,18F5P4Z8O1V23OU6K424EF9SGVKDHR,accepted,0,,9,44,44,yes
smoking_jacket_1,participant134,154NRN4P052S538EQDVJC9KQK95535,accepted,2,,9,44,44,yes
smoking_jacket_1,participant172,1834JGI0XD7663QIBYK5M5F877RXTN,accepted,1,,9,44,44,yes
smoking_jacket_1,participant130,1L5DZ9YR15KMIA4GZ9H3EZ0BUXXI7X,accepted,0,,9,44,44,yes
smoking_jacket_1,participant17,1OJS0WFEW6FQNVABJ21VPI62BMC5DL,accepted,0,,9,44,44,yes
smoking_jacket_1,participant56,1GKKJSSGA9PR4GOGYGGMTOQ52ZN7VD,accepted,0,,9,44,44,yes
smoking_jacket_1,participant65,1QXT8NWK1J1DEHGMGY8X61JOBVSLPG,accepted,1,,9,44,44,yes
smoking_jacket_1,participant51,1VHHSUCP0H04PKDWBPH2672ZXB8LDJ,rejected,3,,9,44,44,yes
smoking_jacket_1,participant191,1JJNNXRW0MIGXPA7HML18YDZWPTXIM,rejected,4,,9,44,44,yes
smoking_jacket_1,participant159,1ZOZJSWL13E46UEMB94TLU13MGMFUP,accepted,1,,9,44,44,yes
smoking_jacket_1,participant140,16B5YQK83G68D0TQZD5PEU31QAK7Z4,accepted,1,,9,44,44,yes
gold_mine_2,participant185,1I98INZ2B6VXGXJCPXOX9AIJ219CVN,accepted,1,1,82,566,779,yes
gold_mine_2,participant19,13DBDM9NG4ZRTDQ87X5VJ5RPEXKYM7,accepted,1,1,82,566,779,yes
gold_mine_2,participant115,1R0M9AXH4RA591T4NN8RWLFQNLR2BF,accepted,2,1,82,566,779,yes
gold_mine_2,participant141,1IS64GKVKDLPZNMXXBJWBNG12Q5I40,accepted,0,1,82,566,779,yes
gold_mine_2,participant262,147BXG13LFBO8BCMKCEG6FS3AWQ7LO,accepted,0,1,82,566,779,yes
gold_mine_2,participant69,1KYXDZXKH0QLU7RRDZ9NNIXY321SRV,accepted,0,1,82,566,779,yes
gold_mine_2,participant87,15OA5LRE789Z73EWNF0QM6BK8ALSKG,accepted,0,1,82,566,779,yes
gold_mine_2,participant107,1KYXDZXKH0QLU7RRDZ9NNIXY32MRSF,accepted,0,1,82,566,779,yes
gold_mine_2,participant245,1CZ4T8ISVHWADPB0I36CI45XZDMKIL,accepted,1,1,82,566,779,yes
gold_mine_2,participant142,1WGF7SM0932AJ0KHLP6M61A26WGYVL,accepted,0,1,82,566,779,yes
gold_mine_2,participant96,176R2R4EBCBYMK0X51NA0KI6QOFC4T,accepted,2,1,82,566,779,yes
gold_mine_2,participant17,1RN8OSI6DEDTNO6MABBFMS2OA2T6T1,accepted,0,1,82,566,779,yes
gold_mine_2,participant227,1XBKW1EJR4J3M03W4ZG9WA7STY6EJ5,accepted,1,1,82,566,779,yes
gold_mine_2,participant172,1UENJVHXEJTHYY3R69JU3IM07WAWFI,accepted,0,1,82,566,779,yes
gold_mine_2,participant130,1P30RGUC74RU37F5V8YM5IGF8KIM1L,accepted,0,1,82,566,779,yes
gold_mine_2,participant170,1HIEY0O6VDRLXVTI33IDX4ICPH6LID,accepted,1,1,82,566,779,yes
gold_mine_2,participant131,1V73J614B86AKUAHMTAB3F1FNVEUGV,accepted,0,1,82,566,779,yes
gold_mine_2,participant28,1LSHPMDAOMB7AAI1QDD0NGFK5GI2NU,accepted,1,1,82,566,779,yes
gold_mine_2,participant2,1FZD9LYNJP4PIJKGQBC8N9NZK9D6GM,accepted,1,1,82,566,779,yes
gold_mine_2,participant56,1RJRVGZ8T8D4WJ8E5U0ELRB7UQSJSQ,accepted,0,1,82,566,779,yes
gold_mine_2,participant5,1USCYLBRJMCGUMR39XN6TZACO7KNUG,accepted,3,1,82,566,779,yes
gold_mine_2,participant154,10Q21DSSBOP4J5OLOQLIFQ9J98Q7WO,accepted,1,1,82,566,779,yes
gold_mine_2,participant24,118N3CSBR736AHW1BCTKMB9M115XBD,accepted,2,1,82,566,779,yes
gold_mine_2,participant68,10Q21DSSBOP4J5OLOQLIFQ9J99QW7F,accepted,1,1,82,566,779,yes
gold_mine_2,participant208,1MFHWWQ3PX9963RWVAA7EKQWU68647,accepted,0,1,82,566,779,yes
gold_mine_2,participant31,1WR9YA8EPHU8RC6B5XILKQ0OBS44D6,accepted,0,1,82,566,779,yes
gold_mine_2,participant196,1NTXDW9NPL2XP4Q8PSYPPK9LF1HGNP,accepted,1,1,82,566,779,yes
gold_mine_2,participant235,1K36LGVNK9O7NV8N7L4GJSC0FZFYL5,rejected,4,1,82,566,779,yes
gold_mine_2,participant191,1XDV6KEWUWQ70I62MSNBCEP9I5LW4C,rejected,4,1,82,566,779,yes
gold_mine_2,participant159,1G2UM3FLLRXM6ZAPOLB0HOK27HHD63,rejected,5,1,82,566,779,yes
cloud_nine_2,participant185,1XKSMYTVVJS0HLR0R5ME8HR07NW0PG,accepted,0,,76,207,86,no
cloud_nine_2,participant170,168KMD4TQO2J85TBYVH4H9NQH11X7T,accepted,0,,76,207,86,no
cloud_nine_2,participant28,1EUJBM7DDWXBCO7C4LBHI16Y2MMS73,accepted,1,,76,207,86,no
cloud_nine_2,participant262,1SDKR2ZEXGGHMAFGE0XLAOBVZEY2LT,accepted,0,,76,207,86,no
cloud_nine_2,participant115,1P3NPT4OZ65CE7ZQUT71KS3NLKO8ME,accepted,0,,76,207,86,no
cloud_nine_2,participant68,111ZTNS2SFYU48Y1OMWRE8D860NG0E,accepted,1,,76,207,86,no
cloud_nine_2,participant141,1TAAAS7VOUSWOMTUTHDJYUHYJ0J949,accepted,0,,76,207,86,no
cloud_nine_2,participant125,18TTRWHMWUOHYPRCA5JMAKFHF0W3Q9,accepted,0,,76,207,86,no
cloud_nine_2,participant107,1DQOMDO8HAVT2R0CBO9X3G4P95HVUP,accepted,0,,76,207,86,no
cloud_nine_2,participant18,1ZVT5PTDZ09E60EK2UQF3QS1ZQP85H,accepted,0,,76,207,86,no
cloud_nine_2,participant19,1PSORP4Z6P86PQ9FX88EHWA6K2767N,accepted,0,,76,207,86,no
cloud_nine_2,participant245,1118N9SB0ZX5XU0HMI73RCK8XSPYIO,accepted,0,,76,207,86,no
cloud_nine_2,participant256,1GCWE0VI4270WNMKOUEN0RH18HIJAL,accepted,0,,76,207,86,no
cloud_nine_2,participant171,10H6KVLABY6FCF8RR1RFP0CO83YB44,accepted,0,,76,207,86,no
cloud_nine_2,participant142,10V991KEZEEFY6LPGZMRPGPWGXNZOB,accepted,0,,76,207,86,no
cloud_nine_2,participant15,1DI0THE137DL10IYXL0SXSHXP2BLH0,accepted,0,,76,207,86,no
cloud_nine_2,participant96,1S0I4CB6ZUYSMU0FZ9C0KBJ96P99L4,accepted,0,,76,207,86,no
cloud_nine_2,participant12,1RNWKWTQBNDSV481Q509VH6B8NKJRB,accepted,0,,76,207,86,no
cloud_nine_2,participant227,1Y3DNQHXOHA3IFFRAHUQ89Z0Z8I6HB,accepted,0,,76,207,86,no
cloud_nine_2,participant172,1E3L8I4Q9PE17MSOWJEE4SBAD8CX34,accepted,1,,76,207,86,no
cloud_nine_2,participant46,1UKS9W657BUEZWRKC47NNW1NGB9P7X,accepted,0,,76,207,86,no
cloud_nine_2,participant45,17VYYDLN5XFEPZWN6T9I2YG4DPTTUA,accepted,0,,76,207,86,no
cloud_nine_2,participant108,1XDV6KEWUWQ70I62MSNBCEP9I6S4WT,accepted,0,,76,207,86,no
cloud_nine_2,participant56,11FD6JX36DX1S5KN40S33DZ8BBOJY4,accepted,0,,76,207,86,no
cloud_nine_2,participant5,1JR6UXD7RVPQMTYF3WROSNVR54JH8L,accepted,0,,76,207,86,no
cloud_nine_2,participant17,1F3MTU3P3HSPYRGLYDJ51M16X1ROJ0,accepted,1,,76,207,86,no
cloud_nine_2,participant261,1R08WR3EQQEK0EPVF3O4FIJFVH1DWR,accepted,1,,76,207,86,no
cloud_nine_2,participant191,111ZTNS2SFYU48Y1OMWRE8D875G0G2,accepted,1,,76,207,86,no
cloud_nine_2,participant81,1UE0FCVRYF7714NNDFIACS5WA4PLGW,accepted,0,,76,207,86,no
cloud_nine_2,participant159,10M8822P0T40E0FNBQ9M4SM58I20NC,accepted,1,,76,207,86,no
front_runner,participant142,1NUAMAT0XKL624XYT0LKVOYGABY2KP,accepted,2,,371,19,236,no
front_runner,participant38,1K49UT170INBV6COIQHO3GNIJUDM4Y,accepted,4,,371,19,236,no
front_runner,participant101,1ZV67CJ17YVWV0UZ39H0OG5TLGR15Q,accepted,2,,371,19,236,no
front_runner,participant170,1DGHBYNZXBLFBTSJ5OK3MVWAIEO80Y,accepted,4,,371,19,236,no
front_runner,participant221,1FZD9LYNJP4PIJKGQBC8N9NZJ0OG6O,accepted,4,,371,19,236,no
front_runner,participant69,145DIYVJ8BTI42I0IZF6Y4EVFPBGRZ,accepted,0,,371,19,236,no
front_runner,participant115,1UKS9W657BUEZWRKC47NNW1NF4MP7V,accepted,2,,371,19,236,no
front_runner,participant75,1TOK4EMG271CV5GTOHXUYO6TRBEODT,accepted,3,,371,19,236,no
front_runner,participant141,12O6XHANXOD7SLIS376ZXZL2KOXZL0,accepted,4,,371,19,236,no
front_runner,participant262,1REVRWTKOLRAP4EY7D0KVW61VL7864,accepted,2,,371,19,236,no
front_runner,participant107,15GXHIEFIKAYKGB84J8DR25LVG41BQ,accepted,2,,371,19,236,no
front_runner,participant143,1C8TZA0ICDV5R3D3MYFFC0JM4J8SXD,accepted,4,,371,19,236,no
front_runner,participant185,1YM3U5O8T2E4W3BCLQF2Q92H1B8127,accepted,0,,371,19,236,no
front_runner,participant263,1SUK8FYTXAXEPNT0KPUOFHQEDU2WQM,accepted,4,,371,19,236,no
front_runner,participant245,1M4FADYDPIF2NPPCL474UM7NL5XYXS,accepted,3,,371,19,236,no
front_runner,participant125,1RJRVGZ8T8D4WJ8E5U0ELRB7UNHSJI,accepted,1,,371,19,236,no
front_runner,participant256,1DC4P1XPTGHA9K4EC8C97HECKBB43W,accepted,4,,371,19,236,no
front_runner,participant134,120S585OPX24QNA6Y9UMMAPQSDIS2K,accepted,5,,371,19,236,no
front_runner,participant21,1D9V6B4SNRSWOS9VV8Q9EQH6ZLUQI4,accepted,3,,371,19,236,no
front_runner,participant96,11QNTABVO5C9ADTDH08Y12GTDAN8DW,accepted,3,,371,19,236,no
front_runner,participant17,1RJRVGZ8T8D4WJ8E5U0ELRB7UP7JS3,accepted,4,,371,19,236,no
front_runner,participant15,1Y4CP1LXA5NYYKUC63PG9PM7B0IXWK,accepted,1,,371,19,236,no
front_runner,participant227,1H5ZUQOM9Z6MMFTWTRZIENZWUJ27HB,accepted,1,,371,19,236,no
front_runner,participant172,12KC7LWY3NHLOMDXN153MR0KILBQ18,accepted,2,,371,19,236,no
front_runner,participant208,1AT1U3GCOSZTVYDVWTV6ZXFC177EGL,accepted,3,,371,19,236,no
front_runner,participant130,1RKTVCCT501SEKV57KARJVE5FSVKWC,accepted,1,,371,19,236,no
front_runner,participant118,10QNFGCY546EY0TH02PB99F9FNPCG4,accepted,3,,371,19,236,no
front_runner,participant140,1WAKWOI2DAZ78A0QK393XUYIA16UDP,accepted,2,,371,19,236,no
front_runner,participant191,1FJ9IEHR8G4G1UZNB43G8MCKWCEXHT,accepted,4,,371,19,236,no
front_runner,participant14,1O41ZDF0PUHSD7VT655HRAAPAR02QC,rejected,5,,371,19,236,no
parking_lot_2,participant68,123RS9R2GNO3EAQBGZCB8L0FYCA6IY,accepted,5,,31,660,9239,none
parking_lot_2,participant185,1L5DZ9YR15KMIA4GZ9H3EZ0BTN9I7O,accepted,5,,31,660,9239,none
parking_lot_2,participant170,1ORZCNRSR8Z3DRGSREKW1XI3FO2Q91,accepted,5,,31,660,9239,none
parking_lot_2,participant107,1REVRWTKOLRAP4EY7D0KVW61VH068N,accepted,5,,31,660,9239,none
parking_lot_2,participant28,1ZOZJSWL13E46UEMB94TLU13L7VUFU,accepted,5,,31,660,9239,none
parking_lot_2,participant115,1J0JRT2TGOB9KDQ36U2JJJREIB9HT2,accepted,5,,31,660,9239,none
parking_lot_2,participant141,1CBEBNGXP5ZUWYDING309LZXCIKZST,accepted,5,,31,660,9239,none
parking_lot_2,participant262,1DFAL7KNR05X30PNPZAFIGESZYUWJD,accepted,5,,31,660,9239,none
parking_lot_2,participant125,18SL6TKZNT83G45OXEAHXTLBQJ8E2X,accepted,5,,31,660,9239,none
parking_lot_2,participant171,1C2CJL104GN67SBZI0BQTYGN5UCL35,accepted,4,,31,660,9239,none
parking_lot_2,participant244,1B4S3NXN2C319KJV244N2JFMOZWURN,accepted,5,,31,660,9239,none
parking_lot_2,participant245,1TZ9UR5E6TDDBW490JV52CETACILN2,accepted,5,,31,660,9239,none
parking_lot_2,participant3,1X9M5I4SH4QA6M91SPY9PQW6O7H75T,accepted,5,,31,660,9239,none
parking_lot_2,participant58,1EUJBM7DDWXBCO7C4LBHI16Y3TBS77,accepted,5,,31,660,9239,none
parking_lot_2,participant142,1BANWIP6VP9CSCI0ZLDFKOYY6UJM93,accepted,5,,31,660,9239,none
parking_lot_2,participant96,17MY34MPO2FDGFKE4AP8WSX9L4D1UG,accepted,5,,31,660,9239,none
parking_lot_2,participant17,1RHCQKBL7MEC174BOPGPXI2KMGT6CI,accepted,4,,31,660,9239,none
parking_lot_2,participant227,16W02Q59N8CQL0XY79EAG6BFAHZ3GZ,accepted,5,,31,660,9239,none
parking_lot_2,participant172,1CBEBNGXP5ZUWYDING309LZXDO8SZN,accepted,3,,31,660,9239,none
parking_lot_2,participant208,16B5YQK83G68D0TQZD5PEU31QAX7ZH,accepted,4,,31,660,9239,none
parking_lot_2,participant46,10K1MT2UT0N0IUBC075YINXJ3P6SP7,accepted,4,,31,660,9239,none
parking_lot_2,participant134,14MUA1XYP50DNKZ2G8L2B80EK3MXXD,accepted,5,,31,660,9239,none
parking_lot_2,participant101,1APUVSPVYW9CROKRTLG7S62K5EY7TO,accepted,5,,31,660,9239,none
parking_lot_2,participant56,10QNFGCY546EY0TH02PB99F9GVQCGM,accepted,5,,31,660,9239,none
parking_lot_2,participant5,1HOGUDL3Q6TLF5AG5GGQ9C9NEX66WO,accepted,5,,31,660,9239,none
parking_lot_2,participant78,12IVG70TU2828J2QY1BIB2NJE68F78,accepted,5,,31,660,9239,none
parking_lot_2,participant118,18ENMX7J9U5IXUZBL7SJTNSTSC1OSW,accepted,5,,31,660,9239,none
parking_lot_2,participant47,1YV3PEN6AXE55NNLN9ZCWFLCUXS2TH,accepted,4,,31,660,9239,none
parking_lot_2,participant191,1DO57I9RUAIR7M58DRJPC5KLA8IMG0,accepted,5,,31,660,9239,none
parking_lot_2,participant159,1CBEBNGXP5ZUWYDING309LZXDOWSZB,accepted,5,,31,660,9239,none
diamond_wedding_1,participant244,1DO57I9RUAIR7M58DRJPC5KL9ZLGME,accepted,0,,16,33,0,no
diamond_wedding_1,participant28,1QEMOHXWLBILR8P4Y8JENUUUNW6DDI,accepted,3,,16,33,0,no
diamond_wedding_1,participant115,1JJNNXRW0MIGXPA7HML18YDZVKBIXE,accepted,1,,16,33,0,no
diamond_wedding_1,participant197,1D7DOZEKTHQULT6XWIIFQC6VARG4VW,accepted,0,,16,33,0,no
diamond_wedding_1,participant141,1SUK8FYTXAXEPNT0KPUOFHQEDSFWQV,accepted,0,,16,33,0,no
diamond_wedding_1,participant75,1UETGZ242P7CM4W5SJ09LI6I6PDX2J,accepted,2,,16,33,0,no
diamond_wedding_1,participant262,1TNCXIV3MGALO28V88Y4O79KDUA42D,accepted,1,,16,33,0,no
diamond_wedding_1,participant171,1RATDI44FGARB4UDE8S77Z99DFDFN6,accepted,3,,16,33,0,no
diamond_wedding_1,participant125,159VUDS86MABC6Q1XQHWB18NR418AY,accepted,0,,16,33,0,no
diamond_wedding_1,participant107,1LFF2WP2Q0TIAU30BMSFX3NYAIBN9H,accepted,0,,16,33,0,no
diamond_wedding_1,participant185,1AGU0JQXH19BI48IR2WXM0JPCRY71X,accepted,1,,16,33,0,no
diamond_wedding_1,participant142,1Z17E7XY6DDZV9X0V6W1VKCNE0M4O1,accepted,0,,16,33,0,no
diamond_wedding_1,participant245,1BWI7LXAQUSQJE34U3UYTCCFNBDDEN,accepted,0,,16,33,0,no
diamond_wedding_1,participant3,1JUHOD5IBIT7TEJ9OIG5PXPT5MCLM6,accepted,0,,16,33,0,no
diamond_wedding_1,participant256,1DN0PL9KT5SSJ3T1DQB9QRW6C0JJQ9,accepted,0,,16,33,0,no
diamond_wedding_1,participant96,1CQUJ9SPXEBK8N79ZP0ITBJE7SAQEI,accepted,1,,16,33,0,no
diamond_wedding_1,participant12,1PVQAKPDYJCWHY55SF69XSSHL39GKB,accepted,5,,16,33,0,no
diamond_wedding_1,participant227,17VVAGT8H9ABOG8GVVBKELRWUQKIPJ,accepted,0,,16,33,0,no
